source,town,actual_damage,EF_scale,tornado_EF_unc,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,archetype_unc,located_in_historic_district,occupany_u,shared_wall,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_moment_frame_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,r2wall_attachment_u_unc,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_substrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,prop_parking / storage facility,prop_river catchment system,prop_sea,prop_underground facility,prop_zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,incore_RPS,perfect_RPS,RPSS_vs_perfect,building_count
NRHP,Cave City,0,2,2,37.07,37.22,-86.09,-85.86,37.138272,-85.961936,Railroad Ave Cave City KY 42127 US,"McCoy, Andrew, House",,t5,3,no,residential,no,2.0,1855,237,isolated,recessed,8.3,0.5,n,13.5,19.0,0.22,gable,30.0,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,not_applicable,3,wood_frame,masonry_un,1,anchor_bolt,2,wooden_un,1,wood_plank,2,wood,yes,30,15.0,15.0,15.0,30.0,15.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,yes,yes,wooden_rafters,1,metal,1.0,dimensional_lumber,2,asphalt,1,0.15,0,1890,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1983,yes,residential,residential,residential,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,limited,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,,,,
NRHP,Hendersonville,0,0,1,36.26,36.29,-86.66,-86.54,36.279308,-86.596439,139 Rock Castle Ln Hendersonville TN 37075 US,Rock Castle,,t19,2,no,museum,no,2.0,1796,265,isolated,recessed,8.0,0.5,n,19.0,18.0,0.45,gable,45.0,masonry_stone,3,wall_diaphragm_stone,2,roof_diaphragm_wood,3,no,3,single_leaf,3,stone,stone_un,3,motar,3,stone,1,none,3,not_applicable,no,20,20.0,10.0,10.0,20.0,20.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,2,slate,3,0.2,0,un,yes,"repointed_concrete, shingles_slate",3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1970,yes,museum,museum,museum,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,considerable,considerable,exceptional,exceptional,no,no,no,yes,no,no,yes,yes,yes,yes,yes,museum,no,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
NRHP,Bethpage,0,0,2,36.44,36.47,-86.44,-86.33,36.471222,-86.330917,31E US-31E Bethpage TN 37022 US,Durham's Chapel School,,t1,3,no,unknown,no,1.0,1923,215,isolated,recessed,5.5,0.2,w,9.5,20.0,0.2,gable,30.0,wooden_light_frame_stone,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,not_applicable,3,wood_frame,stone_un,3,anchor_bolt,2,wooden_un,1,wood_plank,3,wood,yes,40,25.0,0.0,0.0,0.0,0.0,25.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,2,asphalt,3,0.35,0,un,no,not_found,2,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,2006,yes,unknown,unknown,unknown,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,considerable,considerable,limited,exceptional,no,no,no,no,no,yes,yes,yes,yes,yes,yes,unknown,no,no,no,,,,
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.7419663,-88.63776857,217(215) W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1900,566,row_end,right_on_street,9.1,0.0,s,45.0,12.35,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,40,70.0,0.0,0.0,70.0,40.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,2,asphalt,3,0.0,0.2,un,un,not_found,1,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74196201,-88.63765855,215 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1900,330,row_middle,right_on_street,9.0,0.0,s,33.0,10.0,0.22,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,25,20.0,0.0,0.0,25.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,2,asphalt,3,0.0,0.5,un,un,not_found,1,wind,destroyed,4,8,5,,5,100,5,100,1,10,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.741939,-88.637562,213 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1900,330,row_end,right_on_street,8.6,0.0,s,33.0,10.0,0.21,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,wood_plank,3,not_applicable,no,20,20.0,0.0,0.0,20.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,yes,no,no,wooden_rafters,3,metal,1.0,metal_deck,3,standing_seam_metal,3,0.0,0.3,un,un,not_found,1,wind,destroyed,4,8,5,,5,100,5,100,2,25,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.741375,-88.63771,212 W Broadway Mayfield Graves County KY 42066 US,,,t6,2,yes,business,no,1.0,1920,885,isolated,recessed,7.8,0.0,n,40.0,25.0,0.2,curved,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,2,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,3,masonry,3,none,3,not_applicable,no,50,40.0,40.0,0.0,50.0,40.0,0.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,no,no,no,metal_trusses,3,metal,1.0,dimensional_lumber,2,asphalt,3,0.0,0,un,un,not_found,1,wind,destroyed,4,8,5,,5,100,5,100,2,25,50.0,100.0,75.0,80.0,5.0,50.0,100.0,80.0,75.0,80.0,100.0,100.0,90.0,80.0,100.0,90.0,100.0,5.0,80.0,100.0,100.0,90.0,80.0,100.0,90.0,100.0,80.0,100.0,100.0,90.0,80.0,100.0,90.0,100.0,100.0,0.0,not_applicable,erosion,0,0,2,yes,1996,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,limited,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74138,-88.637488,206 W Broadway Mayfield Graves County KY 42066 US,,,t6,2,yes,business,no,2.0,1920,545,isolated,right_on_street,10.2,0.0,n,42.0,13.0,0.21,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,25,15.0,0.0,0.0,15.0,25.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.2,un,un,not_found,1,wind,destroyed,4,8,5,,5,100,5,100,1,10,100.0,100.0,60.0,40.0,5.0,100.0,100.0,40.0,60.0,100.0,100.0,75.0,80.0,100.0,100.0,80.0,75.0,5.0,100.0,100.0,75.0,80.0,100.0,100.0,80.0,75.0,100.0,100.0,75.0,80.0,100.0,100.0,80.0,75.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1996,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.741872,-88.636443,115 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1910,200,row_middle,right_on_street,10.0,0.0,s,28.0,8.0,0.2,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,20,15.0,0.0,0.0,15.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,un,not_found,2,wind,destroyed,4,8,5,,5,100,5,100,2,25,100.0,100.0,50.0,50.0,4.0,100.0,100.0,50.0,50.0,100.0,100.0,80.0,80.0,100.0,100.0,80.0,80.0,4.0,100.0,100.0,80.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74187009,-88.63653888,117 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1910,200,row_middle,right_on_street,10.0,0.0,s,28.0,8.0,0.2,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,20,15.0,0.0,0.0,15.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,un,not_found,2,wind,destroyed,4,8,5,,5,80,5,80,1,10,10.0,80.0,60.0,50.0,4.0,80.0,10.0,60.0,50.0,30.0,80.0,60.0,50.0,80.0,30.0,60.0,50.0,4.0,15.0,75.0,15.0,15.0,75.0,15.0,15.0,15.0,100.0,75.0,0.0,0.0,75.0,100.0,0.0,0.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74189078,-88.63661547,119 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1910,209,row_middle,right_on_street,10.0,0.0,s,28.0,8.0,0.2,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,20,15.0,0.0,0.0,15.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,un,not_found,2,wind,destroyed,4,8,5,,5,100,5,100,1,10,10.0,50.0,40.0,25.0,3.0,50.0,10.0,40.0,25.0,25.0,40.0,40.0,25.0,40.0,25.0,40.0,25.0,3.0,15.0,40.0,40.0,25.0,40.0,15.0,40.0,25.0,80.0,40.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74189078,-88.6366869,121 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1910,192,row_middle,right_on_street,10.0,0.0,s,28.0,8.0,0.3,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,none,3,not_applicable,no,40,30.0,0.0,0.0,30.0,50.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,yes,not_found,3,wind,destroyed,4,8,4,,4,90,3,95,1,10,10.0,50.0,25.0,25.0,3.0,50.0,10.0,25.0,25.0,25.0,50.0,25.0,25.0,50.0,25.0,25.0,25.0,3.0,15.0,30.0,10.0,10.0,30.0,15.0,10.0,10.0,90.0,50.0,0.0,0.0,50.0,90.0,0.0,0.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.74185888,-88.63637214,113 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,1.5,1910,192,row_middle,right_on_street,7.2,0.0,s,28.0,8.0,0.2,flat,0.0,masonry_wood,2,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,wood_plank,3,not_applicable,no,35,20.0,0.0,0.0,20.0,35.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,yes,attic_addition,2,wind,severe,3,8,4,,5,60,5,75,1,10,10.0,10.0,15.0,15.0,1.0,15.0,15.0,10.0,10.0,25.0,30.0,10.0,10.0,10.0,10.0,25.0,30.0,1.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,30.0,75.0,45.0,0.0,0.0,0.0,0.0,75.0,45.0,0.0,0.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.741884,-88.636225,109 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,2.0,1900,260,row_middle,right_on_street,9.4,0.0,s,23.0,7.0,0.2,flat,0.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,wood_plank,3,not_applicable,no,15,10.0,0.0,0.0,10.0,15.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.4,un,no,not_found,2,wind,severe,3,8,4,,4,80,4,80,1,10,0.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,15.0,5.0,15.0,0.0,0.0,1.0,0.0,5.0,20.0,35.0,35.0,20.0,0.0,5.0,100.0,90.0,100.0,0.0,0.0,100.0,100.0,90.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
NRHP,Mayfield,4,4,3,36.4832,37.6077,-89.135,-86.5064,36.741914,-88.63629,111 W Broadway Mayfield Graves County KY 42066 US,,,t6,3,yes,business,yes,1.0,1900,138,row_middle,right_on_street,5.0,0.0,s,23.0,6.0,0.22,flat,0.0,masonry_un,2,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,slab_on_grade,3,motar,2,masonry,3,wood_plank,3,not_applicable,no,40,10.0,0.0,0.0,10.0,40.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,yes,yes,no,no,wooden_rafters,3,metal,1.0,dimensional_lumber,3,asphalt,3,0.0,0.5,un,no,not_found,2,wind,destroyed,4,18,5,,4,80,4,80,0,0,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,not_applicable,erosion,0,0,2,yes,1984,yes,business,business,business,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,yes,yes,yes,0.21178583762639355,0.19753086419755558,-0.0721658029834833,27.0
