source,town,actual_damage,EF_scale,tornado_EF_unc,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,archetype_unc,located_in_historic_district,occupany_u,shared_wall,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_moment_frame_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,r2wall_attachment_u_unc,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_substrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,prop_parking / storage facility,prop_river catchment system,prop_sea,prop_underground facility,prop_zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,incore_RPS,perfect_RPS,RPSS_vs_perfect,building_count
visual historic masonry,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17493497,-86.78966949,1211 6th Ave N Nashville TN 37208 US,,,t6,2,no,residential,no,1.0,1900,265.19,isolated,recessed,4.7,0.6,e,25.3,10.29,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,un,yes,50,,7.0,15.0,7.0,15.0,50.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,,dimensional_lumber,1,asphalt,3,0.15,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.3754398963677317,0.4230354183095715,-2.2513587204209076,14.0
visual historic masonry,Nashville,1,2,3,36.1717,36.1525,-86.9526,-85.8904,36.17425754,-86.78924975,1101 6th Ave N Nashville TN 37208 US,Elliott Germantown,,t19,2,yes,residential,no,3.0,1916,"1,333.68",isolated,recessed,11.4,0.4,e,39.66,45.36,0.4,flat,0.0,masonry_un,3,wall_diaphragm_masonry,2,roof_diaphragm_steel,2,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,masonry,3,none,3,not_applicable,no,25,2.0,35.0,35.0,35.0,35.0,25.0,2.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,,dimensional_lumber,1,un,1,0.0,1,,no,not_applicable,3,"wind, wind-borne debris",minor,1,1,1,mostly just roof damage; no visible damaged fenestration,0,0,2,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,3,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,no,no,no,no,considerable,exceptional,exceptional,exceptional,no,yes,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.3667280714285714,0.4744898571428572,-1.880415778871082,14.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.1761434,-86.78989985,1230 6th Ave N Nashville TN 37208 US,,,t19,2,no,residential,no,2.0,1899,177.85,isolated,recessed,6.4,0.4,w,18.7,9.74,0.2,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,un,yes,40,15.0,10.0,10.0,10.0,10.0,15.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,1,asphalt,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,limited,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17608845,-86.789728,1228 6th Ave N Nashville TN 37208 US,,,t6,3,no,residential,no,1.0,1877,336.52,isolated,recessed,4.9,0.4,w,33.47,9.91,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,wood,yes,20,15.0,15.0,15.0,15.0,15.0,15.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,1,asphalt,3,0.3,0,2022,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,1,3,36.1717,36.1525,-86.9526,-85.8904,36.17559812,-86.78951279,1218 6th Ave N Nashville TN 37208 US,Germantown Inn,,t19,2,yes,residential,no,2.0,1870,150.02,isolated,right_on_street,6.4,0.0,w,18.17,8.23,0.3,gable,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,not_applicable,no,40,20.0,15.0,7.0,7.0,15.0,20.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,,dimensional_lumber,2,corrugated_steel,3,0.0,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,considerable,some,considerable,no,yes,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,1.1717244603906773,0.32999999999999996,-2.550680183002053,20.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17645234,-86.789083,1231 5th Ave N Nashville TN 37208 US,,,t6,3,no,residential,no,1.0,1860,353.9,isolated,right_on_street,4.5,0.6,e,44.21,8.63,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,35,25.0,60.0,15.0,25.0,15.0,35.0,60.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,no,no,yes,wooden_trusses,2,un,,dimensional_lumber,2,corrugated_steel,3,0.3,0,2021,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17635417,-86.78904161,1229/1227 5th Ave N Nashville TN 37208 US,,,t6,3,no,residential,no,1.0,1860,326,isolated,right_on_street,4.2,0.8,e,21.9,13.6,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,un,yes,40,30.0,30.0,30.0,30.0,30.0,40.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,corrugated_steel,3,0.15,0,un,yes,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17622093,-86.78897028,1225/1223 5th Ave N Nashville TN 37208 US,,,t6,3,no,residential,no,1.0,1860,326,isolated,right_on_street,4.2,0.8,e,21.9,13.6,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,un,yes,40,30.0,30.0,30.0,30.0,30.0,40.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,,dimensional_lumber,1,corrugated_steel,3,0.15,0,un,yes,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17598168,-86.78883732,1217 5th Ave N Nashville TN 37208 US,,,t19,3,no,residential,no,2.0,1899,234.75,isolated,recessed,8.5,0.6,w,27.17,9.54,0.3,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,1,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,wood,yes,40,20.0,5.0,20.0,5.0,20.0,20.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,,dimensional_lumber,2,asphalt,3,0.75,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,limited,considerable,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5280111374408427,0.02854705882352941,-17.49616595197677,34.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17589929,-86.78873514,1215 5th Ave N Nashville TN 37208 US,,,t6,2,no,residential,no,2.0,1899,215,isolated,right_on_street,6.0,0.7,e,26.0,8.91,0.2,gable,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,masonry,3,wood,3,wood,yes,40,25.0,25.0,65.0,25.0,65.0,40.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,2,asphalt,3,0.3,0,un,yes,building_addition,3,"wind, wind-borne debris",undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,no value,considerable,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,1,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17576435,-86.78863386,1213 5th Ave N Nashville TN 37208 US,,,t6,3,no,residential,no,2.0,1920,171,isolated,right_on_street,4.8,0.7,e,18.3,8.6,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,un,yes,45,40.0,45.0,40.0,45.0,40.0,45.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,,dimensional_lumber,2,asphalt,3,0.4,0,,no,not_applicable,3,"wind, wind-borne debris, tree-fall",minor,1,1,1,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,no value,no value,no value,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,1,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17593276,-86.78713699,1205 4th Ave N Nashville TN 37208 US,,,t6,2,no,residential,no,1.0,1930,119,isolated,recessed,5.0,0.9,e,9.54,12.6,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,45,0.0,25.0,25.0,25.0,25.0,45.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,3,asphalt,3,0.3,0,,no,not_applicable,3,wind,minor,1,1,1,damage to 1 window; roof cover damage,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,limited,limited,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17695456,-86.78724878,1222 4th Ave N Nashville TN 37208 US,,,t6,2,no,business,no,1.0,1899,248,isolated,recessed,5.0,0.0,w,12.5,20.6,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,wood,yes,45,15.0,0.0,0.0,0.0,0.0,15.0,45.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,3,corrugated_steel,3,0.3,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,some,some,some,no,yes,no,no,no,no,yes,yes,yes,yes,yes,business,no,no,no,0.5644573591335998,0.1103515625,-4.115082617281471,24.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17280271,-86.76311861,521 Woodland St Nashville TN 37206 US,Holy Name Catholic Church,,t13,2,no,religious,no,2.0,1857,444,isolated,recessed,8.2,0.2,s,30.3,15.2,0.2,complex,30.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,masonry,3,none,3,wood,yes,25,10.0,35.0,35.0,10.0,25.0,35.0,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,3,asphalt,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,2,yes,,yes,religious,religious,religious,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,considerable,considerable,considerable,considerable,no,no,no,no,yes,no,yes,yes,yes,yes,yes,religious,no,no,no,0.6757895799999998,0.20999999999999996,-2.2180456190476185,10.0
visual historic masonry,Nashville,0,0,3,36.1717,36.1525,-86.9526,-85.8904,36.17267201,-86.76328533,521 Woodland St Nashville TN 37206 US,(side building to the left),,t13,2,no,residential,no,2.0,1857,167,isolated,recessed,6.0,0.9,s,18.4,8.79,0.2,hip,45.0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,masonry,3,none,3,wood,yes,40,50.0,40.0,40.0,50.0,40.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,,dimensional_lumber,3,asphalt,3,0.15,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,1,yes,,yes,residential,residential,residential,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,0,no,no,no,no,some,some,some,no value,yes,no,no,no,no,no,yes,yes,yes,yes,yes,residential,no,no,no,0.6757895799999998,0.20999999999999996,-2.2180456190476185,10.0
